angle,rsp
150.75,-10.616
151,-10.6235
151.25,-10.626
151.5,-10.6232
151.75,-10.6151
152,-10.6016
152.25,-10.5829
152.5,-10.5591
152.75,-10.5305
153,-10.4973
153.25,-10.46
153.5,-10.4189
153.75,-10.3745
154,-10.3271
154.25,-10.2773
154.5,-10.2254
154.75,-10.1718
155,-10.1169
155.25,-10.0609
155.5,-10.0042
155.75,-9.94703
156,-9.8896
156.25,-9.83213
156.5,-9.77478
156.75,-9.71771
157,-9.66103
157.25,-9.60486
157.5,-9.54929
157.75,-9.49438
158,-9.44019
158.25,-9.38679
158.5,-9.3342
158.75,-9.28245
159,-9.23157
159.25,-9.18157
159.5,-9.13247
159.75,-9.08427
160,-9.03698
160.25,-8.99059
160.5,-8.9451
160.75,-8.90052
161,-8.85682
161.25,-8.814
161.5,-8.77206
161.75,-8.73098
162,-8.69076
162.25,-8.65137
162.5,-8.61282
162.75,-8.57508
163,-8.53815
163.25,-8.50201
163.5,-8.46666
163.75,-8.43207
164,-8.39824
164.25,-8.36515
164.5,-8.3328
164.75,-8.30117
165,-8.27024
165.25,-8.24002
165.5,-8.21048
165.75,-8.18162
166,-8.15343
166.25,-8.12589
166.5,-8.09901
166.75,-8.07275
167,-8.04713
167.25,-8.02213
167.5,-7.99773
167.75,-7.97394
168,-7.95075
168.25,-7.92813
168.5,-7.9061
168.75,-7.88464
169,-7.86374
169.25,-7.8434
169.5,-7.82361
169.75,-7.80436
170,-7.78566
170.25,-7.76748
170.5,-7.74983
170.75,-7.7327
171,-7.71608
171.25,-7.69998
171.5,-7.68438
171.75,-7.66928
172,-7.65468
172.25,-7.64057
172.5,-7.62694
172.75,-7.6138
173,-7.60114
173.25,-7.58896
173.5,-7.57724
173.75,-7.566
174,-7.55522
174.25,-7.5449
174.5,-7.53505
174.75,-7.52565
175,-7.5167
175.25,-7.50821
175.5,-7.50016
175.75,-7.49256
176,-7.48541
176.25,-7.4787
176.5,-7.47243
176.75,-7.4666
177,-7.46121
177.25,-7.45626
177.5,-7.45174
177.75,-7.44766
178,-7.444
178.25,-7.44078
178.5,-7.438
178.75,-7.43564
179,-7.43371
179.25,-7.43221
179.5,-7.43114
179.75,-7.4305
