angle,rsp
173.25,-0.258723
173.5,-0.25603
173.75,-0.253433
174,-0.250931
174.25,-0.248525
174.5,-0.246215
174.75,-0.244001
175,-0.241882
175.25,-0.239859
175.5,-0.237932
175.75,-0.2361
176,-0.234363
176.25,-0.232722
176.5,-0.231176
176.75,-0.229726
177,-0.228372
177.25,-0.227113
177.5,-0.225949
177.75,-0.224881
178,-0.223908
178.25,-0.22303
178.5,-0.222248
178.75,-0.221562
179,-0.220971
179.25,-0.220475
179.5,-0.220075
179.75,-0.219771
